"case_id","party_number","victim_role","victim_sex","victim_age","victim_degree_of_injury","victim_seating_position","victim_safety_equip_1","victim_safety_equip_2","victim_ejected","local_report_number"
"9690383","1","4","F","33","5","-","P","W","1","2024-00010632"
"9743833","2","1","F","0","6","1","L","G","0","2024-00046279"
"9743838","1","1","M","95","5","1","L","G","0","2024-00045697"
"9743848","2","1","F","73","7","1","M","G","0","2024-00048456"
"92372127","2","1","F","24","7","1","M","G","0","9370-2024-01315"
"9735916","1","3","F","21","6","-","-","-","-","2024-00040798"
"9743803","2","1","M","21","6","1","P","W","-","2024-00049788"
"9743806","1","1","M","22","6","1","P","-","1","2024-00049698"
"9743816","2","4","M","77","5","-","P","W","-","2024-00048833"
"9690365","2","1","F","85","6","1","M","G","0","2024-00012210"
"92291538","2","1","M","22","7","1","M","G","0","9370-2024-00145"
"9743836","1","1","M","80","6","1","M","H","0","2024-00046014"
"9743839","1","1","F","61","6","1","M","G","0","2024-00045660"
"9743839","2","1","F","26","6","1","L","G","0","2024-00045660"
"9743849","2","3","M","17","6","-","P","-","-","2024-00048826"
"9743852","1","4","F","50","6","-","P","W","0","2024-0047582"
"9743859","2","3","F","55","6","-","P","-","0","2024-00046649"
"9665599","2","1","F","22","6","1","L","C","0","2024-00004816"
"9735914","2","4","M","33","6","-","P","-","-","2024-00041355"
"9665666","2","4","M","33","6","-","P","W","1","2024-00008336"
"9665671","2","3","F","75","7","-","-","-","-","2024-00007930"
"9735886","2","3","F","77","6","-","-","-","-","2024-00044837"
"9735892","1","2","F","15","6","5","P","X","1","2024-00044379"
"9735892","1","2","F","15","6","-","P","V","1","2024-00044379"
"9735897","2","1","M","22","6","1","P","W","2","2024-00043336"
"9735907","1","2","M","13","7","3","M","F","0","2024-00042533"
"9700617","1","3","F","47","5","-","P","-","0","2024-00012226"
"9615121","2","1","F","35","6","1","M","G","0","2023-00035597"
"9615159","2","2","F","82","7","3","M","G","0","2023-0003833"
"9656317","1","1","F","24","6","1","L","H","0","2023-00055742"
"92163215","2","2","F","59","6","4","P","G","0","9370-2023-02694"
"9546926","2","4","M","44","7","-","P","V","0","2023-0002204"
"9546925","2","1","F","18","6","1","P","W","2","2023-00002262"
"9546925","2","2","F","19","6","2","N","Y","1","2023-00002262"
"9650853","2","2","M","21","0","-","M","B","-","2023-00056061"
"9650853","2","2","M","21","0","4","M","B","0","2023-00056061"
"9650853","1","1","F","23","7","1","L","G","0","2023-00056061"
"9650849","2","1","M","23","5","1","P","W","1","2023-00057215"
"9551137","1","1","M","37","6","1","P","W","2","2023"
"9650942","1","4","F","27","6","-","P","W","0","2023-00055838"
"92254030","1","1","M","29","6","1","P","W","1","9370-2023-03758"
"9546907","3","3","M","41","5","-","P","-","0","2023-00004832"
"9546907","2","3","M","57","6","-","P","-","0","2023-00004832"
"9546904","2","4","M","16","6","-","-","P","1","2023-00004926"
"9651061","2","2","M","2","6","4","L","G","0","2023-00055300"
"9651061","2","1","F","30","6","1","L","G","0","2023-00055300"
"92013743","2","1","M","42","6","1","M","G","0","9370-2023-00694"
"9617447","2","1","M","23","6","1","M","H","0","2023-0003637"
"92238848","2","2","F","53","7","3","M","G","0","9370-2023-03510"
"92238848","2","2","F","50","7","6","P","G","0","9370-2023-03510"
"92238848","2","1","F","49","7","1","M","G","0","9370-2023-03510"
"9583879","1","2","M","6","0","6","M","-","-","2023-00029884"
"9583879","2","2","M","4","6","6","M","J","0","2023-00029884"
"9583879","2","2","F","1","0","4","M","J","-","2023-00029884"
"9568917","2","1","M","55","6","1","M","G","0","2023-00019566"
"9558859","1","2","F","20","0","3","L","G","0","202300007977"
"9650836","2","3","M","68","6","-","P","-","-","2023-00055333"
"9650832","1","3","F","22","6","-","P","-","0","2023-00054873"
"9650831","1","1","M","19","6","1","P","-","1","2023-00054889"
"9650827","2","3","M","55","6","-","P","-","-","2023-00054717"
"9561677","2","1","F","32","7","1","M","G","0","2023-0006421"
"9561680","1","4","M","54","6","-","P","-","-","2023-00006643"
"9561681","2","3","M","28","6","-","P","-","0","2023-00006766"
"9594799","2","1","M","31","4","1","P","G","-","2023-00023602"
"9629365","2","4","M","56","6","-","P","-","-","2023-00042443"
"9629369","1","4","F","14","6","-","P","V","0","2023-00041794"
"92259572","1","1","M","47","7","1","L","G","0","9370-2023-03768"
"9594780","2","1","F","25","6","1","L","G","0","2023-00026069"
"92259572","2","1","F","39","7","1","M","G","0","9370-2023-03768"
"92259572","3","1","F","39","7","1","L","G","0","9370-2023-03768"
"92259572","3","2","M","7","7","4","M","G","0","9370-2023-03768"
"92259572","3","2","M","11","7","6","M","G","0","9370-2023-03768"
"9618020","1","1","M","18","6","1","L","G","-","2023-00038551"
"92204642","2","1","M","25","7","1","M","G","0","9370-2023-03148"
"9561716","1","1","M","18","7","1","L","G","0","202300009516"
"9561716","2","2","F","25","7","3","M","G","0","202300009516"
"9561716","2","1","M","26","7","1","M","G","0","202300009516"
"9561717","2","4","F","24","6","-","-","-","-","202300009657"
"9585208","2","4","M","60","7","-","P","W","1","202300019918"
"9585228","1","3","M","22","6","-","P","-","-","2023-00016388"
"9585217","2","2","M","75","6","3","M","G","0","202300017745"
"9585217","1","1","M","45","6","1","M","-","0","202300017745"
"9585214","1","1","M","52","7","1","M","G","0","202300018329"
"9585232","1","1","F","77","6","1","M","G","0","2023-00015468"
"9629777","2","3","M","66","7","-","P","-","0","2023-00044528"
"9652113","2","4","M","62","7","-","P","-","0","2023-00060268"
"9652108","2","1","M","28","6","1","M","-","0","2023-00058655"
"9629815","1","2","M","82","6","3","P","G","0","2023-00046882"
"9629815","1","2","F","22","0","4","P","C","0","2023-00046882"
"9613571","2","2","M","40","6","8","M","P","0","2023-00032281"
"9652107","2","2","F","20","6","6","L","G","0","2023-00058743"
"9652107","2","2","F","21","6","3","L","G","0","2023-00058743"
"9652099","1","4","M","20","6","-","M","A","1","2023-00059798"
"9652088","2","1","F","35","6","1","L","C","0","2023-00061307"
"9652088","1","2","F","22","0","3","L","C","0","2023-00061307"
"9601673","1","2","M","41","6","3","L","H","0","2023-00032329"
"9601673","1","1","M","42","6","1","L","H","0","2023-00032329"
"9601669","1","2","F","998","0","3","L","G","0","2023-00033514"
"9601669","1","1","F","41","7","1","L","G","0","2023-00033514"
"9574388","2","2","M","13","0","3","M","G","0","2023-00011447"
"9652831","1","4","M","57","3","-","P","W","0","2023-00058841"
"9629505","1","4","M","23","5","-","M","V","1","2023-00038627"
"9629506","2","3","M","80","6","-","P","-","0","2023-00038535"
"9574248","1","4","M","21","5","-","P","-","-","2023-00013585"
"9574248","2","2","F","70","0","3","M","-","-","2023-00013585"
"9574249","2","1","M","37","6","1","M","-","-","2023-00013606"
"9574249","2","2","F","34","6","3","M","E","0","2023-00013606"
"9574254","2","4","M","24","6","-","-","-","-","2023-00011560"
"92126809","2","1","F","51","7","1","M","G","0","9370-2023-02133"
"92234705","2","2","M","998","7","3","M","G","0","9370-2023-03427"
"92234705","2","1","M","48","7","1","M","G","0","9370-2023-03427"
"92234705","1","1","F","25","7","1","L","G","0","9370-2023-03427"
"9568139","2","1","F","26","6","1","L","G","0","2023-00009982"
"91987167","1","2","M","19","7","5","M","G","0","9370-2023-00206"
"92225815","2","1","M","53","7","1","M","G","0","9370-2023-03304"
"92235684","1","1","F","60","6","1","L","G","0","9370-2023-03472"
"9599933","1","3","M","38","6","-","P","-","1","2023-00026643"
"9599996","1","4","M","26","6","-","P","W","1","2023-00026793"
"9665674","1","4","F","37","6","-","P","V","0","2024-00007296"
"9665676","1","4","M","68","6","-","P","-","-","2024-00007205"
"9665679","2","3","F","22","6","-","P","-","-","2024-00006769"
"9735885","1","1","M","65","7","1","L","D","0","2024-0045270"
"9735909","2","3","M","24","6","-","P","-","-","2024-00042710"
"9665452","2","3","M","61","6","-","P","-","0","2024-00003102"
"9665452","1","2","M","36","0","1","P","-","0","2024-00003102"
"9708073","1","2","F","46","0","3","M","-","0","2024-00021319"
"9583816","2","2","M","30","0","3","M","C","0","2023-00026477"
"92082449","2","1","M","64","6","1","M","G","0","9370-2023-01572"
"92087187","2","2","F","998","7","3","M","G","0","9370-2023-01563"
"92160716","2","1","M","46","6","4","M","G","0","9370-2023-02655"
"92160716","2","2","F","54","6","3","M","G","0","9370-2023-02655"
"92132791","2","1","F","54","6","1","M","G","0","9370-2023-02296"
"9568088","2","1","M","42","5","1","M","W","1","2023-00014676"
"9599992","1","4","M","55","5","-","P","-","-","2023-00027612"
"9599990","2","1","M","31","6","1","M","D","0","2023-00027828"
"9599987","1","2","M","45","0","3","M","G","0","2023-00028508"
"9599987","2","3","M","58","7","-","P","-","0","2023-00028508"
"9599985","2","1","M","21","7","1","P","W","3","2023-00028556"
"9641124","1","2","F","26","0","3","M","G","0","2023-00049646"
"9628371","1","2","F","33","6","6","M","H","0","2023-00040256"
"92181426","2","1","M","24","7","1","M","G","0","9370-2023-02905"
"91971679","2","2","F","17","6","3","M","G","0","9370-2023-00007"
"92150957","3","1","F","32","7","1","M","G","0","9370-2023-02350"
"92150957","2","1","M","43","7","1","M","G","0","9370-2023-02350"
"9641393","2","1","M","35","3","1","M","C","0","2023-00051527"
"9641393","2","2","F","30","3","3","M","G","0","2023-00051527"
"9641395","1","1","F","26","3","1","L","C","0","2023-00051213"
"9641404","2","1","F","44","7","1","M","G","0","2023-00050028"
"9641406","2","3","F","20","6","-","-","-","-","2023-00049946"
"92113455","1","1","M","30","6","1","L","G","0","9370-2023-02055"
"9601158","2","4","M","61","3","-","P","V","2","2023-00027525"
"9691619","2","1","F","45","6","1","M","G","-","2024-00009115"
"9665448","1","1","M","70","6","1","L","G","0","2024-00001524"
"9707682","1","1","M","55","3","1","P","G","0","2024-00020701"
"9707682","2","1","M","56","3","1","M","-","0","2024-00020701"
"9707682","1","2","M","25","0","3","L","G","0","2024-00020701"
"94477418","1","1","F","52","7","1","L","G","0","9370-2024-03660"
"9735784","2","1","M","20","6","1","P","V","0","2024-00035176"
"92425519","2","1","M","48","6","1","L","G","0","9370-2024-02007"
"92425519","1","1","M","42","5","1","L","G","0","9370-2024-02007"
"9742714","2","3","M","83","5","-","P","-","-","2024-00044351"
"9720195","2","2","F","3","6","6","P","G","0","2024-00026393"
"9720195","2","1","M","33","6","1","L","G","0","2024-00026393"
"92367063","2","1","F","32","7","1","M","G","0","9370-2024-01185"
"94483546","2","2","-","15","7","4","M","G","0","9370-2024-03690"
"94483546","2","1","F","49","7","1","M","G","0","9370-2024-03690"
"94483546","1","1","F","35","6","1","L","G","0","9370-2024-03690"
"9717617","1","1","M","43","7","1","M","G","0","202400025819"
"9695213","2","2","M","55","7","9","M","P","0","2024-00010363"
"9701130","2","3","M","30","6","-","-","-","-","2024-00016971"
"9739677","2","2","M","41","3","4","M","G","0","2024-00037789"
"9739677","1","2","M","48","3","2","M","G","0","2024-00037789"
"9739677","2","1","M","67","3","1","M","G","0","2024-00037789"
"9739675","2","2","F","27","0","3","M","C","0","2024-00037393"
"9739675","1","1","F","64","3","1","M","C","0","2024-00037393"
"9739669","2","2","F","4","3","6","M","J","0","2024-00036008"
"9739669","2","1","M","41","3","1","L","G","0","2024-00036008"
"9739664","2","1","F","21","3","1","L","G","0","2024-00035218"
"9739664","1","2","F","7","0","6","M","-","0","2024-00035218"
"9739664","1","2","F","10","0","4","M","-","0","2024-00035218"
"9739662","2","1","M","32","3","1","M","G","0","2024-00034964"
"9726838","2","1","M","61","6","1","M","G","0","2024-00038216"
"9726838","2","2","F","26","6","6","M","G","0","2024-00038216"
"9726850","1","1","M","18","5","1","L","H","0","2024-00036623"
"9726850","2","1","F","37","6","1","M","G","0","2024-00036623"
"9726863","2","2","M","35","0","3","M","-","-","2024-00037863"
"9739759","2","2","M","8","0","6","L","Q","0","2024-00038576"
"9758153","4","1","M","41","6","1","M","C","0","2024-00046428"
"9758153","1","1","M","73","5","1","L","C","0","2024-00046428"
"9731727","3","2","M","42","3","3","M","Q","0","2024-00034703"
"9731727","1","1","M","69","4","1","M","Q","0","2024-00034703"
"9676426","1","1","M","22","6","1","L","C","0","2024-00004855"
"9676426","1","2","M","22","5","2","L","C","0","2024-00004855"
"9739577","2","1","M","63","5","1","P","W","-","2024-00031247"
"9739570","2","2","M","23","0","3","M","G","0","2024-00037917"
"9676368","2","2","M","48","0","2","M","G","0","2024-00004897"
"9676424","2","1","F","70","6","1","L","C","0","2024-00005069"
"9731736","2","1","M","78","7","1","M","G","0","2024-00030193"
"92377448","2","2","F","62","7","6","M","G","0","9370-2024-01320"
"92377448","2","2","F","79","7","5","M","G","0","9370-2024-01320"
"92377448","2","2","M","60","7","4","M","G","0","9370-2024-01320"
"92377448","2","1","F","69","7","1","M","G","0","9370-2024-01320"
"92377448","2","2","F","80","7","3","M","G","0","9370-2024-01320"
"94467493","2","2","M","998","7","3","M","G","0","9370-2024-03638"
"94467493","2","1","M","31","7","1","M","G","0","9370-2024-03638"
"9664802","1","4","M","37","6","-","P","-","1","2024-00004389"
"9664804","1","1","F","19","7","1","L","-","-","2024-00003883"
"9664804","2","1","M","45","7","1","L","-","-","2024-00003883"
"9690553","2","5","M","20","7","1","M","G","2","2024-00007821"
"92357666","1","2","F","19","7","3","M","G","0","9370-2024-01080"
"92357666","3","1","M","52","7","1","M","G","0","9370-2024-01080"
"92357666","2","1","M","23","7","1","M","G","0","9370-2024-01080"
"9664839","2","2","F","38","0","6","M","B","0","2024-00001469"
"9664839","2","2","F","25","0","5","M","B","0","2024-00001469"
"9664839","2","2","F","40","0","5","M","B","0","2024-00001469"
"9664839","2","2","F","27","4","4","M","B","0","2024-00001469"
"94483537","2","2","F","55","7","3","M","G","0","9370-2024-03779"
"94365815","2","2","M","998","7","6","M","G","0","9370-2024-02613"
"9679495","2","2","F","61","0","3","M","G","0","2024-00003855"
"9705743","2","3","M","24","6","-","-","-","-","2024-00023457"
"9705741","2","2","M","0","0","-","M","-","-","2024-00022428"
"9705741","2","2","M","7","0","-","M","-","-","2024-00022428"
"9705741","2","2","F","75","0","-","M","-","-","2024-00022428"
"9705741","3","2","F","29","6","1","M","G","0","2024-00022428"
"9705734","2","2","F","75","6","1","L","G","0","2024-00023948"
"9705732","1","1","F","30","6","1","M","G","0","2024-00024128"
"92397954","2","1","F","23","7","1","L","G","0","9370-2024-01519"
"9739670","1","1","F","74","3","1","L","G","0","2024-00036050"
"9739728","2","3","F","30","6","-","-","-","-","2024-00039553"
"9739727","2","4","M","23","6","-","P","W","1","2024-00039433"
"9739668","1","2","M","74","3","6","M","G","0","2024-00035788"
"9739668","1","1","F","78","2","1","L","G","0","2024-00035788"
"9739665","2","1","F","32","3","1","L","G","-","2024-00035361"
"9705569","2","1","M","19","6","1","M","G","0","2024-00020591"
"9705569","3","2","M","14","0","2","M","B","0","2024-00020591"
"9705568","2","1","F","59","7","1","M","G","0","2024-00020641"
"9705565","2","2","F","51","0","3","M","-","0","2024-00021344"
"9705565","2","2","M","9","6","6","M","G","0","2024-00021344"
"9705565","1","1","M","69","6","1","M","E","0","2024-00021344"
"9758150","2","3","M","39","6","-","P","-","0","2024-00047166"
"9758149","2","3","M","51","5","-","P","-","-","2024-00046659"
"9731725","3","3","F","19","3","-","P","-","-","2024-00034644"
"9731725","2","3","M","20","3","-","P","-","-","2024-00034644"
"9676429","2","3","F","18","6","-","P","-","-","2024-00004777"
"9676404","2","4","M","61","6","-","-","-","0","2024-00004428"
"9731733","2","1","M","54","6","1","P","A","-","2024-00030883"
"9731732","2","4","F","27","7","-","P","W","-","2024-00033009"
"9731746","2","2","M","22","0","3","M","-","0","2024-00032917"
"9731746","2","1","M","31","6","1","M","C","0","2024-00032917"
"92359557","2","2","M","11","7","6","M","G","0","9370-2024-01036"
"92359557","2","2","M","9","7","4","M","G","0","9370-2024-01036"
"92359557","2","1","F","28","7","1","M","G","0","9370-2024-01036"
"94423521","1","2","F","29","6","3","L","G","0","9370-2024-03050"
"9664808","2","1","M","44","6","1","M","G","0","2024-00003502"
"9664811","2","2","M","26","7","3","M","G","0","2024-00003004"
"9664811","2","2","M","23","7","6","M","G","0","2024-00003004"
"9664812","2","1","M","18","7","1","M","G","-","2024-00002817"
"9699886","3","2","F","47","6","4","M","P","0","2024-00017185"
"9699889","2","4","M","56","6","-","P","W","0","2024-00017076"
"9748303","1","2","F","14","0","3","M","B","0","2024-00044031"
"9748303","1","2","M","13","0","9","M","B","0","2024-00044031"
"92434799","2","1","M","40","6","1","P","W","1","9370-2024-02119"
"9664832","1","1","M","35","7","1","P","V","3","2024-00002268"
"9664847","1","1","M","31","5","1","P","-","1","2024-0000076"
"9700175","1","2","F","25","0","3","M","G","0","2024-00010668"
"92318711","1","2","M","9","6","4","M","G","0","9370-2024-00064"
"9730867","1","2","F","29","6","3","L","G","0","2024-00033030"
"9730871","2","1","F","31","7","1","M","G","-","2024-00030746"
"94408718","2","1","F","43","7","1","M","G","0","9370-2024-02936"
"94399128","1","1","F","34","6","1","L","G","0","9370-2024-02897"
"9690355","2","1","M","64","6","1","M","Q","0","2024-00014009"
"9690356","1","1","M","27","6","1","P","-","-","2024-00013710"
"9690356","2","2","F","23","0","4","M","-","-","2024-00013710"
"9690356","2","2","F","53","0","3","M","-","-","2024-00013710"
"9743788","1","1","F","16","6","1","L","G","0","2024-00050757"
"9743788","2","1","M","41","6","1","L","G","0","2024-00050757"
"9743789","2","4","M","66","6","-","-","W","0","2024-00050730"
"9743792","3","3","M","23","6","-","P","-","0","2024-00050550"
"9743802","2","3","M","5","6","-","P","-","0","2024-00049886"
"9743807","1","1","F","77","6","1","L","H","0","2024-00049528"
"92420434","2","1","M","71","7","1","M","G","0","9370-2024-01922"
"9743810","1","4","M","19","6","-","P","A","-","2024-00049290"
"9690367","1","1","M","62","6","1","L","G","0","2024-00012035"
"9690370","1","1","M","21","6","1","L","B","0","2024-00011795"
"9690371","2","1","F","24","6","1","M","G","0","2024-00011894"
"9690375","2","1","F","43","6","1","M","-","-","2024-00011266"
"9702043","2","1","M","23","6","1","M","-","-","2024-00018709"
"9702043","1","1","F","54","6","1","M","-","-","2024-00018709"
"9743835","1","1","M","26","6","1","M","G","-","2024-00046264"
"9743835","2","1","M","55","6","1","L","G","-","2024-00046264"
"9743855","2","3","F","20","6","-","P","-","0","2024-00047422"
"9743856","1","4","F","52","6","-","P","-","-","2024-00047215"
"92368261","3","1","M","31","7","1","M","G","0","9370-2024-01241"
"92368261","1","1","M","23","7","1","L","G","0","9370-2024-01241"
"9665660","2","3","F","65","6","-","P","-","0","2024-00009137"
"9665662","2","3","F","67","5","-","P","-","-","2024-00008976"
"9665670","2","4","M","33","6","-","P","V","1","2024-00007938"
"9735889","2","1","M","16","6","1","P","V","1","2024-00044509"
"9735902","1","2","F","17","6","3","L","G","0","2024-00043021"
"9735903","1","1","F","86","6","1","M","G","0","2024-00043020"
"9735903","2","1","M","22","6","1","P","-","1","2024-00043020"
"9735911","1","4","M","39","6","-","P","V","0","2024-00041837"
"9707999","2","1","F","64","6","1","L","E","0","2024-00014726"
"92309625","1","1","M","22","7","1","L","G","0","9370-2024-00421"
"94080923","2","1","F","62","6","1","M","G","0","9370-2024-02523"
"9700615","2","1","M","41","6","1","M","G","0","2024-00013571"
"9664841","2","1","M","29","7","1","M","G","0","2024-00001406"
"9699915","2","1","M","79","6","1","M","G","-","2024-0016390"
"9699915","1","2","F","51","0","3","M","-","-","2024-0016390"
"92318647","2","1","F","48","6","1","M","G","0","9370-2024-00460"
"9702357","2","2","M","75","0","3","P","-","0","2024-00022624"
"9702357","1","2","F","83","6","2","P","G","0","2024-00022624"
"9743785","1","1","M","23","6","1","L","G","0","2024-00050859"
"9743785","2","1","M","68","7","1","L","G","0","2024-00050859"
"9743785","1","2","F","44","7","3","L","G","0","2024-00050859"
"9743815","2","1","M","41","6","1","L","G","0","2024-00048863"
"9743815","1","2","F","21","0","3","L","G","0","2024-00048863"
"9690374","2","2","F","43","7","3","M","C","0","2024-00011359"
"9702047","2","3","F","21","6","-","-","-","-","2024-00017955"
"9743851","1","1","M","52","6","1","M","-","-","2024-00048241"
"9743853","1","2","M","22","0","4","M","C","0","2024-0047553"
"9743853","2","1","M","33","7","1","M","-","-","2024-0047553"
"9743858","1","5","M","37","6","1","-","-","-","2024-00046853"
"94389102","2","1","F","25","7","1","M","G","0","9370-2024-02804"
"9735913","2","1","M","22","6","1","M","C","0","2024-00041470"
"9735913","2","2","M","21","0","3","M","C","0","2024-00041470"
"9735915","2","1","M","41","6","1","M","G","0","2024-00040924"
"9735915","1","2","M","14","0","9","L","-","-","2024-00040924"
"9665665","1","4","M","23","6","-","P","V","1","2024-00008478"
"9665667","1","2","M","53","0","3","L","G","0","2024-00008058"
"9665667","1","1","M","53","6","1","L","G","0","2024-00008058"
"9735888","2","1","F","55","6","1","M","C","0","2024-00044523"
"9735891","1","2","F","72","6","3","L","G","0","2024-00044387"
"9735891","2","1","F","19","7","1","M","G","0","2024-00044387"
"9735891","3","1","M","39","7","1","L","G","0","2024-00044387"
"9735906","2","3","M","18","6","-","P","-","0","2024-00042577"
"9735908","1","1","M","22","5","1","P","W","1","2024-00042386"
"9665448","2","1","F","85","7","1","M","G","0","2024-00001524"
"9665448","3","1","M","52","7","1","M","G","0","2024-00001524"
"9599993","2","2","M","61","7","3","M","G","0","2023-00027486"
"9599993","2","1","M","74","7","1","M","G","0","2023-00027486"
"9599989","1","4","M","32","6","-","P","V","1","2023-00028192"
"9599955","1","1","M","34","6","1","L","C","-","2023-00029703"
"9599952","1","1","F","84","6","1","L","G","0","2023-0030816"
"9596120","2","2","F","14","0","3","M","H","-","2023-00021885"
"9628383","2","1","M","28","7","1","M","F","1","2023-00041247"
"92124774","1","1","F","30","7","1","L","G","0","9370-2023-02101"
"9641397","2","1","M","51","3","1","M","G","0","2023-00051111"
"9641398","2","1","F","36","3","1","M","G","0","2023-00051115"
"9641408","1","1","M","22","7","1","-","-","-","2023-00049700"
"9641409","2","1","M","24","5","1","M","W","2","2023-00048351"
"9641409","2","2","M","23","6","4","M","Y","0","2023-00048351"
"9641411","2","3","F","20","6","-","P","-","-","2023-00048482"
"92112577","2","1","M","27","6","1","P","W","1","9370-2023-01800"
"9514266","1","1","F","63","6","1","L","G","0","2023-00059169"
"92125683","1","1","M","33","7","1","P","W","0","9370-2023-02139"
"92017082","1","1","F","19","6","1","L","G","0","9370-2023-00655"
"92091565","1","2","F","16","7","5","M","H","0","9370-2023-01687"
"94080825","2","2","F","78","7","3","L","G","0","9370-2024-02468"
"94080825","2","1","M","79","7","1","M","G","0","9370-2024-02468"
"9691659","1","2","F","26","0","3","M","G","0","2024-00010740"
"9691659","1","2","F","23","0","4","M","G","0","2024-00010740"
"9691659","1","2","F","26","0","6","M","G","0","2024-00010740"
"9691659","2","1","M","31","7","1","M","G","0","2024-00010740"
"9707686","1","1","M","67","3","1","L","B","-","2024-00020264"
"9707686","2","2","M","19","0","3","M","-","-","2024-00020264"
"94439278","2","1","F","32","6","1","L","G","0","9370-2024-03278"
"94412189","2","1","M","45","7","1","M","G","0","9370-2024-03063"
"9705740","1","4","F","20","6","-","M","-","-","2024-00022810"
"9705733","1","4","M","50","6","-","P","W","1","2024-00024029"
"9705731","2","1","M","43","7","1","M","G","0","2024-00024473"
"9739679","1","1","M","71","3","1","P","W","2","2024-00037860"
"9739666","1","1","M","22","2","1","P","W","1","2024-00035458"
"9726846","2","1","F","34","7","1","M","G","0","2024-00037840"
"9705567","1","1","F","37","6","1","L","-","0","2024-00020738"
"9705567","2","1","F","61","6","1","M","G","0","2024-00020738"
"9705566","2","1","M","59","7","1","P","W","1","2024-00020961"
"9739750","2","2","M","43","0","6","M","G","0","2024-00036604"
"9739750","2","2","F","35","0","3","M","G","0","2024-00036604"
"9731723","1","4","M","20","3","-","P","V","0","2024-00033515"
"9731731","2","4","M","36","5","-","P","W","1","2024-00031287"
"9676428","1","2","F","18","6","4","L","G","0","2024-00004832"
"9676428","2","1","F","57","6","1","L","E","0","2024-00004832"
"9739575","1","1","F","19","7","1","L","G","0","2024-00035520"
"9739574","2","1","M","55","7","1","L","G","0","2024-00036004"
"9676405","1","1","F","73","6","1","L","B","0","2024-00002437"
"92367570","2","1","M","49","7","1","M","W","1","9370-2024-01201"
"9731745","2","1","F","59","6","1","M","G","0","2024-00031899"
"92369025","2","1","F","35","7","1","M","G","0","9370-2024-01193"
"9664806","2","4","M","27","6","-","P","X","0","2024-00003826"
"9664809","2","1","M","26","6","1","M","G","0","2024-00003283"
"9664809","4","1","F","57","6","1","M","G","0","2024-00003283"
"9664810","2","1","M","74","6","1","L","G","0","2024-00003100"
"9699887","1","1","F","20","5","-","P","V","0","2024-00017160"
"9699887","2","2","M","41","0","3","M","G","0","2024-00017160"
"9699888","2","4","F","59","5","-","P","W","1","2024-00017314"
"9699890","2","4","M","18","7","-","P","-","-","2024-00017023"
"9743983","2","2","F","38","0","3","M","-","0","2024-00042651"
"9664881","1","2","F","23","0","3","M","B","-","2024-00004204"
"9664833","2","3","M","59","5","-","-","P","0","2024-00002498"
"9700107","1","2","F","13","0","6","M","G","-","2024-00015845"
"94492538","2","1","F","25","7","1","M","G","0","9370-2024-03879"
"9690354","2","4","M","52","7","-","P","-","-","2024-00013893"
"9690357","2","4","F","37","5","-","P","W","1","2024-00013439"
"9702099","2","2","M","24","0","3","M","G","0","2024-00017692"
"9702099","2","1","M","25","7","1","M","G","0","2024-00017692"
"9743791","1","1","M","21","7","1","M","G","0","2024-00050592"
"9743791","2","1","M","18","7","1","M","G","0","2024-00050592"
"9743801","1","3","F","23","7","-","P","-","0","2024-00049900"
"9743804","1","1","M","33","6","1","M","G","0","2024-00049754"
"9743804","2","1","M","80","5","1","L","G","0","2024-00049754"
"9743804","2","2","F","77","0","3","L","G","0","2024-00049754"
"9702015","2","3","M","40","6","-","P","-","0","2024-00017084"
"9690368","2","2","F","40","7","4","M","P","0","2024-00011955"
"9690369","2","1","F","44","6","1","M","C","-","2024-00011927"
"9690376","2","1","M","20","6","1","P","W","1","2024-00010845"
"9743837","2","3","F","30","5","-","P","-","-","2024-00045787"
"9743854","1","4","M","15","6","-","P","W","1","2024-00047482"
"9743857","1","1","F","59","6","1","L","G","0","2024-00047032"
"9743857","2","1","F","21","6","1","L","G","0","2024-00047032"
"9665661","1","1","F","22","6","1","P","-","0","2024-00008978"
"9665663","1","2","F","79","6","3","L","G","0","2024-00008968"
"9665663","1","1","M","69","6","1","L","G","0","2024-00008968"
"9665600","2","1","F","22","6","1","P","-","-","2024-00004812"
"9665672","1","2","F","22","0","-","-","-","-","2024-00007415"
"9665672","2","3","F","31","6","-","P","H","-","2024-00007415"
"9735898","2","1","F","56","7","1","M","G","0","2024-00043214"
"9735904","2","2","M","35","7","1","M","-","-","2024-00042890"
"9735910","2","4","M","50","6","-","P","V","1","2024-00041923"
"9708076","1","2","M","20","0","3","M","-","0","2024-00020246"
"9518873","2","1","M","55","4","1","M","G","0","2022-00060324"
"91785593","1","1","M","33","6","1","M","G","0","9335-2022-00960"
"9518849","2","2","M","11","0","3","M","G","0","2022-00056899"
"9510935","1","4","M","61","7","-","-","-","-","2022-00039568"
"9510935","2","2","M","82","0","3","M","-","-","2022-00039568"
"9537493","1","1","M","76","6","1","L","G","0","2022-00054892"
"9487184","1","1","F","88","3","1","L","G","0","2022-00037036"
"9487165","2","1","M","24","6","1","B","C","-","2022-00038753"
"9537498","1","2","M","25","0","3","L","G","0","2022-00052506"
"9487160","1","1","M","20","3","1","L","G","0","2022-00040515"
"9487160","1","2","M","19","0","3","L","B","0","2022-00040515"
"9436094","2","2","F","70","6","1","M","P","0","2022-00011184"
"9436078","2","4","M","18","6","-","P","W","1","2022-00013481"
"9478339","1","4","F","62","3","-","P","W","-","2022-00025574"
